country,iso3,year,indicator_abbr,dimension,subgroup,order,estimate,population,data_source
EST,EST,2022,smoked,sex,SEX_BTSX,1,25.2,,GHO
ISL,ISL,2025,smoked,sex,SEX_FMLE,1,8.6,,GHO
LCA,LCA,2022,smoked,sex,SEX_BTSX,1,14.2,,GHO
SWE,SWE,2030,smoked,sex,SEX_MLE,1,9.4,,GHO
KIR,KIR,2023,smoked,sex,SEX_BTSX,1,38.5,,GHO
ARM,ARM,2015,smoked,sex,SEX_FMLE,1,1.9,,GHO
JPN,JPN,2030,smoked,sex,SEX_MLE,1,22.0,,GHO
GNB,GNB,2022,smoked,sex,SEX_MLE,1,16.6,,GHO
JPN,JPN,2015,smoked,sex,SEX_FMLE,1,10.7,,GHO
BFA,BFA,2024,smoked,sex,SEX_FMLE,1,2.5,,GHO
TON,TON,2024,smoked,sex,SEX_MLE,1,47.9,,GHO
GTM,GTM,2015,smoked,sex,SEX_BTSX,1,12.2,,GHO
RUS,RUS,2010,smoked,sex,SEX_BTSX,1,30.2,,GHO
MYS,MYS,2022,smoked,sex,SEX_MLE,1,34.0,,GHO
ZAF,ZAF,2022,smoked,sex,SEX_BTSX,1,23.5,,GHO
IRN,IRN,2030,smoked,sex,SEX_BTSX,1,6.7,,GHO
MDA,MDA,2015,smoked,sex,SEX_BTSX,1,26.5,,GHO
GTM,GTM,2022,smoked,sex,SEX_FMLE,1,1.8,,GHO
NPL,NPL,2024,smoked,sex,SEX_BTSX,1,16.6,,GHO
AND,AND,2020,smoked,sex,SEX_MLE,1,35.8,,GHO
KWT,KWT,2025,smoked,sex,SEX_MLE,1,36.1,,GHO
FRA,FRA,2010,smoked,sex,SEX_BTSX,1,34.0,,GHO
MDG,MDG,2025,smoked,sex,SEX_MLE,1,30.9,,GHO
CZE,CZE,2025,smoked,sex,SEX_FMLE,1,24.4,,GHO
TUV,TUV,2025,smoked,sex,SEX_MLE,1,46.8,,GHO
LBN,LBN,2025,smoked,sex,SEX_MLE,1,54.6,,GHO
PNG,PNG,2024,smoked,sex,SEX_FMLE,1,25.2,,GHO
LAO,LAO,2022,smoked,sex,SEX_FMLE,1,5.3,,GHO
MNG,MNG,2024,smoked,sex,SEX_FMLE,1,6.6,,GHO
AUT,AUT,2025,smoked,sex,SEX_BTSX,1,23.1,,GHO
BDI,BDI,2022,smoked,sex,SEX_BTSX,1,8.5,,GHO
NGA,NGA,2022,smoked,sex,SEX_FMLE,1,0.4,,GHO
BLR,BLR,2010,smoked,sex,SEX_MLE,1,51.0,,GHO
TCD,TCD,2015,smoked,sex,SEX_FMLE,1,2.1,,GHO
FJI,FJI,2022,smoked,sex,SEX_BTSX,1,26.4,,GHO
VUT,VUT,2010,smoked,sex,SEX_FMLE,1,6.3,,GHO
SGP,SGP,2025,smoked,sex,SEX_BTSX,1,13.7,,GHO
USA,USA,2030,smoked,sex,SEX_MLE,1,14.5,,GHO
LUX,LUX,2020,smoked,sex,SEX_FMLE,1,23.4,,GHO
DNK,DNK,2025,smoked,sex,SEX_MLE,1,16.0,,GHO
ZAF,ZAF,2025,smoked,sex,SEX_FMLE,1,8.4,,GHO
BRA,BRA,2015,smoked,sex,SEX_FMLE,1,11.1,,GHO
AFG,AFG,2030,smoked,sex,SEX_MLE,1,12.9,,GHO
RWA,RWA,2022,smoked,sex,SEX_BTSX,1,9.7,,GHO
CHL,CHL,2024,smoked,sex,SEX_BTSX,1,26.7,,GHO
GEO,GEO,2022,smoked,sex,SEX_FMLE,1,8.1,,GHO
GUY,GUY,2022,smoked,sex,SEX_MLE,1,22.7,,GHO
ARE,ARE,2010,smoked,sex,SEX_MLE,1,22.5,,GHO
BGD,BGD,2030,smoked,sex,SEX_MLE,1,28.6,,GHO
ISR,ISR,2023,smoked,sex,SEX_FMLE,1,14.1,,GHO
AND,AND,2022,smoked,sex,SEX_FMLE,1,35.7,,GHO
SVN,SVN,2025,smoked,sex,SEX_FMLE,1,20.4,,GHO
AND,AND,2010,smoked,sex,SEX_BTSX,1,35.4,,GHO
ETH,ETH,2010,smoked,sex,SEX_FMLE,1,0.8,,GHO
BEL,BEL,2022,smoked,sex,SEX_MLE,1,27.1,,GHO
NLD,NLD,2022,smoked,sex,SEX_BTSX,1,21.4,,GHO
SVN,SVN,2022,smoked,sex,SEX_FMLE,1,20.6,,GHO
CHL,CHL,2023,smoked,sex,SEX_BTSX,1,27.3,,GHO
TUN,TUN,2010,smoked,sex,SEX_BTSX,1,26.9,,GHO
PAK,PAK,2030,smoked,sex,SEX_MLE,1,20.1,,GHO
FRA,FRA,2010,smoked,sex,SEX_MLE,1,37.5,,GHO
MLT,MLT,2030,smoked,sex,SEX_BTSX,1,23.2,,GHO
AUS,AUS,2020,smoked,sex,SEX_MLE,1,15.0,,GHO
BHS,BHS,2030,smoked,sex,SEX_BTSX,1,14.8,,GHO
ESP,ESP,2030,smoked,sex,SEX_BTSX,1,26.2,,GHO
MWI,MWI,2010,smoked,sex,SEX_BTSX,1,13.9,,GHO
PAK,PAK,2024,smoked,sex,SEX_MLE,1,22.8,,GHO
DZA,DZA,2015,smoked,sex,SEX_FMLE,1,0.8,,GHO
TKM,TKM,2022,smoked,sex,SEX_MLE,1,10.2,,GHO
ARG,ARG,2015,smoked,sex,SEX_BTSX,1,26.7,,GHO
MLT,MLT,2020,smoked,sex,SEX_MLE,1,28.1,,GHO
NER,NER,2020,smoked,sex,SEX_FMLE,1,0.6,,GHO
LUX,LUX,2015,smoked,sex,SEX_MLE,1,28.0,,GHO
GMB,GMB,2010,smoked,sex,SEX_BTSX,1,14.4,,GHO
SVK,SVK,2020,smoked,sex,SEX_BTSX,1,29.7,,GHO
UGA,UGA,2010,smoked,sex,SEX_MLE,1,19.1,,GHO
CIV,CIV,2022,smoked,sex,SEX_MLE,1,14.4,,GHO
HND,HND,2022,smoked,sex,SEX_MLE,1,23.2,,GHO
IND,IND,2023,smoked,sex,SEX_FMLE,1,1.5,,GHO
COK,COK,2010,smoked,sex,SEX_MLE,1,38.8,,GHO
MMR,MMR,2024,smoked,sex,SEX_BTSX,1,24.5,,GHO
ARG,ARG,2023,smoked,sex,SEX_BTSX,1,24.0,,GHO
MLI,MLI,2015,smoked,sex,SEX_FMLE,1,0.8,,GHO
COK,COK,2025,smoked,sex,SEX_FMLE,1,24.2,,GHO
MYS,MYS,2024,smoked,sex,SEX_FMLE,1,0.5,,GHO
DEU,DEU,2010,smoked,sex,SEX_MLE,1,32.1,,GHO
AFG,AFG,2020,smoked,sex,SEX_BTSX,1,9.8,,GHO
SLE,SLE,2020,smoked,sex,SEX_BTSX,1,13.7,,GHO
GUY,GUY,2015,smoked,sex,SEX_BTSX,1,16.3,,GHO
GBR,GBR,2010,smoked,sex,SEX_BTSX,1,24.2,,GHO
LVA,LVA,2024,smoked,sex,SEX_FMLE,1,19.9,,GHO
KEN,KEN,2023,smoked,sex,SEX_MLE,1,14.1,,GHO
PLW,PLW,2024,smoked,sex,SEX_BTSX,1,17.7,,GHO
TON,TON,2023,smoked,sex,SEX_BTSX,1,32.0,,GHO
LBY,LBY,2024,smoked,sex,SEX_MLE,1,45.4,,GHO
HUN,HUN,2020,smoked,sex,SEX_BTSX,1,32.0,,GHO
NGA,NGA,2030,smoked,sex,SEX_MLE,1,4.8,,GHO
ESP,ESP,2015,smoked,sex,SEX_MLE,1,33.1,,GHO
SVK,SVK,2010,smoked,sex,SEX_FMLE,1,22.7,,GHO
GUY,GUY,2015,smoked,sex,SEX_FMLE,1,3.0,,GHO
BGR,BGR,2022,smoked,sex,SEX_BTSX,1,39.1,,GHO
MLT,MLT,2025,smoked,sex,SEX_FMLE,1,23.1,,GHO
BLR,BLR,2010,smoked,sex,SEX_FMLE,1,11.5,,GHO
BFA,BFA,2025,smoked,sex,SEX_MLE,1,12.9,,GHO
BDI,BDI,2020,smoked,sex,SEX_BTSX,1,8.9,,GHO
FRA,FRA,2020,smoked,sex,SEX_BTSX,1,33.8,,GHO
QAT,QAT,2020,smoked,sex,SEX_MLE,1,20.5,,GHO
WSM,WSM,2015,smoked,sex,SEX_BTSX,1,27.6,,GHO
KHM,KHM,2024,smoked,sex,SEX_BTSX,1,15.3,,GHO
USA,USA,2024,smoked,sex,SEX_MLE,1,17.6,,GHO
LUX,LUX,2030,smoked,sex,SEX_FMLE,1,23.7,,GHO
AZE,AZE,2023,smoked,sex,SEX_MLE,1,37.8,,GHO
SEN,SEN,2022,smoked,sex,SEX_MLE,1,11.0,,GHO
NZL,NZL,2015,smoked,sex,SEX_FMLE,1,13.3,,GHO
CAN,CAN,2030,smoked,sex,SEX_MLE,1,11.2,,GHO
MUS,MUS,2023,smoked,sex,SEX_MLE,1,33.2,,GHO
VUT,VUT,2020,smoked,sex,SEX_FMLE,1,8.0,,GHO
HTI,HTI,2020,smoked,sex,SEX_BTSX,1,8.4,,GHO
MYS,MYS,2023,smoked,sex,SEX_BTSX,1,17.0,,GHO
TKM,TKM,2024,smoked,sex,SEX_BTSX,1,5.0,,GHO
BOL,BOL,2020,smoked,sex,SEX_BTSX,1,13.8,,GHO
IND,IND,2015,smoked,sex,SEX_FMLE,1,2.4,,GHO
MAR,MAR,2030,smoked,sex,SEX_MLE,1,21.4,,GHO
BRA,BRA,2015,smoked,sex,SEX_MLE,1,19.3,,GHO
LBN,LBN,2030,smoked,sex,SEX_FMLE,1,43.3,,GHO
CMR,CMR,2010,smoked,sex,SEX_FMLE,1,0.7,,GHO
ISR,ISR,2020,smoked,sex,SEX_MLE,1,29.8,,GHO
ARM,ARM,2023,smoked,sex,SEX_MLE,1,51.0,,GHO
MMR,MMR,2020,smoked,sex,SEX_MLE,1,45.0,,GHO
ETH,ETH,2022,smoked,sex,SEX_MLE,1,6.3,,GHO
GEO,GEO,2030,smoked,sex,SEX_MLE,1,52.3,,GHO
BFA,BFA,2020,smoked,sex,SEX_FMLE,1,2.9,,GHO
HTI,HTI,2022,smoked,sex,SEX_MLE,1,13.8,,GHO
IRQ,IRQ,2020,smoked,sex,SEX_FMLE,1,2.3,,GHO
VNM,VNM,2025,smoked,sex,SEX_BTSX,1,20.3,,GHO
HUN,HUN,2015,smoked,sex,SEX_FMLE,1,29.7,,GHO
SYC,SYC,2025,smoked,sex,SEX_MLE,1,29.8,,GHO
KIR,KIR,2022,smoked,sex,SEX_MLE,1,52.5,,GHO
ALB,ALB,2020,smoked,sex,SEX_BTSX,1,23.2,,GHO
HND,HND,2015,smoked,sex,SEX_FMLE,1,2.0,,GHO
CHN,CHN,2010,smoked,sex,SEX_MLE,1,47.8,,GHO
MNE,MNE,2010,smoked,sex,SEX_BTSX,1,36.6,,GHO
DEU,DEU,2030,smoked,sex,SEX_FMLE,1,17.5,,GHO
CRI,CRI,2024,smoked,sex,SEX_MLE,1,11.8,,GHO
SWE,SWE,2010,smoked,sex,SEX_MLE,1,21.8,,GHO
COL,COL,2023,smoked,sex,SEX_FMLE,1,4.2,,GHO
MYS,MYS,2025,smoked,sex,SEX_MLE,1,32.7,,GHO
TON,TON,2015,smoked,sex,SEX_FMLE,1,15.0,,GHO
GEO,GEO,2010,smoked,sex,SEX_MLE,1,57.8,,GHO
MKD,MKD,2010,smoked,sex,SEX_FMLE,1,31.6,,GHO
PAK,PAK,2023,smoked,sex,SEX_FMLE,1,2.9,,GHO
ZAF,ZAF,2015,smoked,sex,SEX_FMLE,1,9.2,,GHO
KGZ,KGZ,2022,smoked,sex,SEX_MLE,1,34.2,,GHO
UGA,UGA,2025,smoked,sex,SEX_BTSX,1,5.8,,GHO
LAO,LAO,2015,smoked,sex,SEX_MLE,1,51.4,,GHO
SYC,SYC,2020,smoked,sex,SEX_MLE,1,32.2,,GHO
DEU,DEU,2022,smoked,sex,SEX_BTSX,1,22.8,,GHO
JOR,JOR,2020,smoked,sex,SEX_FMLE,1,12.7,,GHO
IND,IND,2030,smoked,sex,SEX_FMLE,1,1.0,,GHO
AUT,AUT,2030,smoked,sex,SEX_BTSX,1,19.8,,GHO
PHL,PHL,2015,smoked,sex,SEX_FMLE,1,6.9,,GHO
JPN,JPN,2030,smoked,sex,SEX_BTSX,1,14.9,,GHO
GTM,GTM,2025,smoked,sex,SEX_FMLE,1,1.7,,GHO
TLS,TLS,2024,smoked,sex,SEX_FMLE,1,10.3,,GHO
OMN,OMN,2015,smoked,sex,SEX_FMLE,1,0.4,,GHO
BRN,BRN,2025,smoked,sex,SEX_FMLE,1,2.0,,GHO
ARG,ARG,2020,smoked,sex,SEX_FMLE,1,20.8,,GHO
MDV,MDV,2025,smoked,sex,SEX_MLE,1,41.3,,GHO
HND,HND,2010,smoked,sex,SEX_MLE,1,26.7,,GHO
TGO,TGO,2023,smoked,sex,SEX_FMLE,1,0.4,,GHO
MKD,MKD,2015,smoked,sex,SEX_MLE,1,46.8,,GHO
ISL,ISL,2023,smoked,sex,SEX_FMLE,1,9.4,,GHO
BLR,BLR,2025,smoked,sex,SEX_MLE,1,37.3,,GHO
MDG,MDG,2030,smoked,sex,SEX_FMLE,1,0.9,,GHO
BRN,BRN,2020,smoked,sex,SEX_MLE,1,27.6,,GHO
FRA,FRA,2024,smoked,sex,SEX_MLE,1,35.9,,GHO
MAR,MAR,2020,smoked,sex,SEX_BTSX,1,13.6,,GHO
TUV,TUV,2024,smoked,sex,SEX_MLE,1,47.6,,GHO
CYP,CYP,2010,smoked,sex,SEX_MLE,1,52.8,,GHO
GAB,GAB,2030,smoked,sex,SEX_BTSX,1,10.8,,GHO
KOR,KOR,2020,smoked,sex,SEX_MLE,1,35.2,,GHO
MRT,MRT,2023,smoked,sex,SEX_FMLE,1,2.0,,GHO
MKD,MKD,2022,smoked,sex,SEX_MLE,1,44.1,,GHO
LTU,LTU,2010,smoked,sex,SEX_MLE,1,43.3,,GHO
MHL,MHL,2024,smoked,sex,SEX_MLE,1,42.6,,GHO
CHE,CHE,2020,smoked,sex,SEX_BTSX,1,24.1,,GHO
KWT,KWT,2020,smoked,sex,SEX_MLE,1,36.2,,GHO
MLI,MLI,2010,smoked,sex,SEX_MLE,1,17.3,,GHO
HUN,HUN,2020,smoked,sex,SEX_MLE,1,34.8,,GHO
SRB,SRB,2025,smoked,sex,SEX_BTSX,1,39.6,,GHO
TUR,TUR,2010,smoked,sex,SEX_MLE,1,47.0,,GHO
PRK,PRK,2024,smoked,sex,SEX_MLE,1,31.1,,GHO
COG,COG,2024,smoked,sex,SEX_FMLE,1,1.2,,GHO
LVA,LVA,2020,smoked,sex,SEX_FMLE,1,20.5,,GHO
BGD,BGD,2025,smoked,sex,SEX_FMLE,1,0.3,,GHO
BIH,BIH,2020,smoked,sex,SEX_MLE,1,44.9,,GHO
AUT,AUT,2023,smoked,sex,SEX_BTSX,1,24.6,,GHO
ITA,ITA,2024,smoked,sex,SEX_BTSX,1,22.4,,GHO
KOR,KOR,2015,smoked,sex,SEX_FMLE,1,6.3,,GHO
EST,EST,2025,smoked,sex,SEX_MLE,1,27.1,,GHO
GNB,GNB,2023,smoked,sex,SEX_MLE,1,16.1,,GHO
SLB,SLB,2020,smoked,sex,SEX_BTSX,1,38.9,,GHO
BOL,BOL,2023,smoked,sex,SEX_MLE,1,21.1,,GHO
KGZ,KGZ,2015,smoked,sex,SEX_MLE,1,38.8,,GHO
TKM,TKM,2020,smoked,sex,SEX_MLE,1,11.1,,GHO
GMB,GMB,2025,smoked,sex,SEX_FMLE,1,0.4,,GHO
STP,STP,2030,smoked,sex,SEX_MLE,1,10.5,,GHO
MAR,MAR,2022,smoked,sex,SEX_MLE,1,24.7,,GHO
BRA,BRA,2020,smoked,sex,SEX_BTSX,1,13.2,,GHO
UGA,UGA,2025,smoked,sex,SEX_FMLE,1,1.8,,GHO
QAT,QAT,2015,smoked,sex,SEX_BTSX,1,12.0,,GHO
GNB,GNB,2015,smoked,sex,SEX_FMLE,1,0.5,,GHO
NGA,NGA,2030,smoked,sex,SEX_FMLE,1,0.3,,GHO
SWE,SWE,2023,smoked,sex,SEX_FMLE,1,9.0,,GHO
USA,USA,2010,smoked,sex,SEX_BTSX,1,23.8,,GHO
MEX,MEX,2022,smoked,sex,SEX_FMLE,1,7.9,,GHO
CAN,CAN,2030,smoked,sex,SEX_BTSX,1,8.9,,GHO
CMR,CMR,2024,smoked,sex,SEX_MLE,1,10.0,,GHO
COM,COM,2022,smoked,sex,SEX_MLE,1,13.8,,GHO
GBR,GBR,2023,smoked,sex,SEX_BTSX,1,13.4,,GHO
UKR,UKR,2030,smoked,sex,SEX_FMLE,1,9.1,,GHO
WSM,WSM,2015,smoked,sex,SEX_MLE,1,38.9,,GHO
COD,COD,2030,smoked,sex,SEX_BTSX,1,9.1,,GHO
ZAF,ZAF,2015,smoked,sex,SEX_MLE,1,37.2,,GHO
PNG,PNG,2025,smoked,sex,SEX_MLE,1,53.1,,GHO
KEN,KEN,2024,smoked,sex,SEX_FMLE,1,1.1,,GHO
MDG,MDG,2015,smoked,sex,SEX_FMLE,1,1.6,,GHO
WSM,WSM,2023,smoked,sex,SEX_FMLE,1,14.1,,GHO
SYC,SYC,2023,smoked,sex,SEX_BTSX,1,17.6,,GHO
CIV,CIV,2023,smoked,sex,SEX_MLE,1,13.9,,GHO
OMN,OMN,2022,smoked,sex,SEX_FMLE,1,0.3,,GHO
CYP,CYP,2030,smoked,sex,SEX_FMLE,1,18.5,,GHO
KWT,KWT,2030,smoked,sex,SEX_FMLE,1,2.1,,GHO
GAB,GAB,2022,smoked,sex,SEX_MLE,1,19.3,,GHO
VNM,VNM,2010,smoked,sex,SEX_MLE,1,47.6,,GHO
LKA,LKA,2015,smoked,sex,SEX_MLE,1,28.4,,GHO
ZAF,ZAF,2024,smoked,sex,SEX_BTSX,1,23.7,,GHO
MDG,MDG,2010,smoked,sex,SEX_MLE,1,35.1,,GHO
PLW,PLW,2023,smoked,sex,SEX_BTSX,1,17.9,,GHO
NZL,NZL,2025,smoked,sex,SEX_BTSX,1,8.9,,GHO
ITA,ITA,2023,smoked,sex,SEX_FMLE,1,19.3,,GHO
KHM,KHM,2022,smoked,sex,SEX_MLE,1,30.1,,GHO
GHA,GHA,2015,smoked,sex,SEX_FMLE,1,0.6,,GHO
CIV,CIV,2015,smoked,sex,SEX_FMLE,1,1.3,,GHO
CHE,CHE,2025,smoked,sex,SEX_FMLE,1,22.2,,GHO
KIR,KIR,2025,smoked,sex,SEX_MLE,1,49.2,,GHO
MDV,MDV,2025,smoked,sex,SEX_FMLE,1,3.0,,GHO
LTU,LTU,2025,smoked,sex,SEX_FMLE,1,19.4,,GHO
BFA,BFA,2025,smoked,sex,SEX_BTSX,1,7.6,,GHO
ZAF,ZAF,2030,smoked,sex,SEX_MLE,1,40.0,,GHO
SVN,SVN,2020,smoked,sex,SEX_BTSX,1,21.4,,GHO
CHL,CHL,2010,smoked,sex,SEX_FMLE,1,33.9,,GHO
ETH,ETH,2010,smoked,sex,SEX_MLE,1,7.4,,GHO
SVN,SVN,2022,smoked,sex,SEX_BTSX,1,21.2,,GHO
MYS,MYS,2015,smoked,sex,SEX_BTSX,1,19.5,,GHO
KAZ,KAZ,2010,smoked,sex,SEX_BTSX,1,27.2,,GHO
IRL,IRL,2022,smoked,sex,SEX_BTSX,1,19.2,,GHO
GAB,GAB,2024,smoked,sex,SEX_BTSX,1,11.0,,GHO
AUS,AUS,2025,smoked,sex,SEX_MLE,1,12.9,,GHO
DNK,DNK,2030,smoked,sex,SEX_BTSX,1,12.6,,GHO
CHL,CHL,2030,smoked,sex,SEX_MLE,1,25.5,,GHO
KHM,KHM,2010,smoked,sex,SEX_FMLE,1,4.0,,GHO
LVA,LVA,2030,smoked,sex,SEX_BTSX,1,28.6,,GHO
GBR,GBR,2025,smoked,sex,SEX_FMLE,1,10.5,,GHO
FRA,FRA,2015,smoked,sex,SEX_MLE,1,36.8,,GHO
SGP,SGP,2024,smoked,sex,SEX_BTSX,1,13.8,,GHO
BOL,BOL,2024,smoked,sex,SEX_MLE,1,20.6,,GHO
NER,NER,2010,smoked,sex,SEX_FMLE,1,0.8,,GHO
TGO,TGO,2020,smoked,sex,SEX_MLE,1,10.8,,GHO
UKR,UKR,2025,smoked,sex,SEX_MLE,1,35.1,,GHO
MNE,MNE,2023,smoked,sex,SEX_BTSX,1,37.1,,GHO
MKD,MKD,2024,smoked,sex,SEX_MLE,1,43.4,,GHO
SRB,SRB,2010,smoked,sex,SEX_BTSX,1,40.6,,GHO
NGA,NGA,2030,smoked,sex,SEX_BTSX,1,2.5,,GHO
LBN,LBN,2010,smoked,sex,SEX_MLE,1,44.8,,GHO
COD,COD,2020,smoked,sex,SEX_FMLE,1,2.0,,GHO
MAR,MAR,2010,smoked,sex,SEX_BTSX,1,16.4,,GHO
MDV,MDV,2023,smoked,sex,SEX_FMLE,1,3.4,,GHO
FRA,FRA,2024,smoked,sex,SEX_FMLE,1,31.2,,GHO
TUN,TUN,2022,smoked,sex,SEX_BTSX,1,24.3,,GHO
FJI,FJI,2015,smoked,sex,SEX_FMLE,1,13.6,,GHO
COL,COL,2024,smoked,sex,SEX_FMLE,1,4.1,,GHO
BOL,BOL,2030,smoked,sex,SEX_MLE,1,18.7,,GHO
MDG,MDG,2023,smoked,sex,SEX_FMLE,1,1.2,,GHO
LCA,LCA,2024,smoked,sex,SEX_MLE,1,24.9,,GHO
JPN,JPN,2015,smoked,sex,SEX_BTSX,1,22.3,,GHO
ARG,ARG,2010,smoked,sex,SEX_FMLE,1,23.6,,GHO
GMB,GMB,2023,smoked,sex,SEX_BTSX,1,10.8,,GHO
IRQ,IRQ,2025,smoked,sex,SEX_MLE,1,38.1,,GHO
SLB,SLB,2022,smoked,sex,SEX_MLE,1,56.2,,GHO
WSM,WSM,2010,smoked,sex,SEX_FMLE,1,17.9,,GHO
SWZ,SWZ,2030,smoked,sex,SEX_MLE,1,17.4,,GHO
TLS,TLS,2015,smoked,sex,SEX_FMLE,1,7.7,,GHO
GUY,GUY,2010,smoked,sex,SEX_MLE,1,35.7,,GHO
MNE,MNE,2015,smoked,sex,SEX_BTSX,1,36.5,,GHO
KIR,KIR,2030,smoked,sex,SEX_FMLE,1,21.1,,GHO
BRA,BRA,2022,smoked,sex,SEX_FMLE,1,8.9,,GHO
QAT,QAT,2010,smoked,sex,SEX_BTSX,1,12.1,,GHO
MDA,MDA,2024,smoked,sex,SEX_MLE,1,50.7,,GHO
BTN,BTN,2030,smoked,sex,SEX_MLE,1,10.9,,GHO
USA,USA,2022,smoked,sex,SEX_BTSX,1,15.6,,GHO
BIH,BIH,2030,smoked,sex,SEX_BTSX,1,35.4,,GHO
POL,POL,2023,smoked,sex,SEX_BTSX,1,22.2,,GHO
BDI,BDI,2015,smoked,sex,SEX_BTSX,1,10.0,,GHO
NER,NER,2020,smoked,sex,SEX_BTSX,1,6.2,,GHO
HTI,HTI,2022,smoked,sex,SEX_BTSX,1,8.2,,GHO
BFA,BFA,2020,smoked,sex,SEX_BTSX,1,9.1,,GHO
LBN,LBN,2024,smoked,sex,SEX_MLE,1,54.1,,GHO
MNG,MNG,2030,smoked,sex,SEX_FMLE,1,6.3,,GHO
OMN,OMN,2025,smoked,sex,SEX_FMLE,1,0.3,,GHO
PLW,PLW,2025,smoked,sex,SEX_MLE,1,27.3,,GHO
SWE,SWE,2030,smoked,sex,SEX_FMLE,1,6.2,,GHO
BLR,BLR,2023,smoked,sex,SEX_BTSX,1,25.2,,GHO
BEL,BEL,2010,smoked,sex,SEX_FMLE,1,22.2,,GHO
MDG,MDG,2010,smoked,sex,SEX_FMLE,1,2.0,,GHO
AUS,AUS,2010,smoked,sex,SEX_FMLE,1,16.1,,GHO
ZAF,ZAF,2022,smoked,sex,SEX_FMLE,1,8.7,,GHO
CPV,CPV,2020,smoked,sex,SEX_FMLE,1,2.9,,GHO
BGR,BGR,2024,smoked,sex,SEX_MLE,1,40.6,,GHO
FIN,FIN,2022,smoked,sex,SEX_FMLE,1,15.5,,GHO
TUN,TUN,2024,smoked,sex,SEX_MLE,1,45.4,,GHO
HTI,HTI,2015,smoked,sex,SEX_FMLE,1,3.3,,GHO
TON,TON,2022,smoked,sex,SEX_BTSX,1,32.0,,GHO
MDG,MDG,2024,smoked,sex,SEX_FMLE,1,1.2,,GHO
LTU,LTU,2020,smoked,sex,SEX_BTSX,1,29.2,,GHO
CMR,CMR,2025,smoked,sex,SEX_BTSX,1,5.0,,GHO
BHS,BHS,2010,smoked,sex,SEX_MLE,1,20.1,,GHO
CIV,CIV,2020,smoked,sex,SEX_BTSX,1,8.4,,GHO
CAN,CAN,2015,smoked,sex,SEX_MLE,1,18.6,,GHO
BEN,BEN,2024,smoked,sex,SEX_MLE,1,9.3,,GHO
BEL,BEL,2022,smoked,sex,SEX_FMLE,1,20.9,,GHO
GMB,GMB,2015,smoked,sex,SEX_MLE,1,25.1,,GHO
DNK,DNK,2023,smoked,sex,SEX_MLE,1,17.2,,GHO
CAN,CAN,2022,smoked,sex,SEX_BTSX,1,12.1,,GHO
SVN,SVN,2025,smoked,sex,SEX_BTSX,1,20.8,,GHO
PRT,PRT,2020,smoked,sex,SEX_MLE,1,34.3,,GHO
LAO,LAO,2025,smoked,sex,SEX_BTSX,1,23.1,,GHO
HND,HND,2025,smoked,sex,SEX_FMLE,1,1.6,,GHO
CHN,CHN,2020,smoked,sex,SEX_FMLE,1,1.7,,GHO
QAT,QAT,2030,smoked,sex,SEX_BTSX,1,12.0,,GHO
CHN,CHN,2015,smoked,sex,SEX_MLE,1,46.7,,GHO
IDN,IDN,2030,smoked,sex,SEX_BTSX,1,30.0,,GHO
MUS,MUS,2020,smoked,sex,SEX_MLE,1,35.0,,GHO
STP,STP,2030,smoked,sex,SEX_BTSX,1,5.7,,GHO
GAB,GAB,2015,smoked,sex,SEX_MLE,1,19.4,,GHO
STP,STP,2010,smoked,sex,SEX_FMLE,1,1.4,,GHO
ARM,ARM,2030,smoked,sex,SEX_FMLE,1,1.6,,GHO
MDV,MDV,2020,smoked,sex,SEX_MLE,1,44.2,,GHO
PRT,PRT,2015,smoked,sex,SEX_FMLE,1,18.9,,GHO
MWI,MWI,2023,smoked,sex,SEX_FMLE,1,1.7,,GHO
IND,IND,2022,smoked,sex,SEX_FMLE,1,1.6,,GHO
DEU,DEU,2024,smoked,sex,SEX_FMLE,1,19.6,,GHO
BHS,BHS,2025,smoked,sex,SEX_MLE,1,25.3,,GHO
IDN,IDN,2025,smoked,sex,SEX_MLE,1,59.3,,GHO
BFA,BFA,2024,smoked,sex,SEX_BTSX,1,7.9,,GHO
TKM,TKM,2022,smoked,sex,SEX_FMLE,1,0.4,,GHO
COG,COG,2015,smoked,sex,SEX_MLE,1,24.7,,GHO
MDV,MDV,2010,smoked,sex,SEX_BTSX,1,29.4,,GHO
CZE,CZE,2010,smoked,sex,SEX_BTSX,1,31.9,,GHO
BEN,BEN,2030,smoked,sex,SEX_MLE,1,8.1,,GHO
JAM,JAM,2024,smoked,sex,SEX_BTSX,1,11.5,,GHO
PRT,PRT,2025,smoked,sex,SEX_BTSX,1,28.9,,GHO
LUX,LUX,2025,smoked,sex,SEX_FMLE,1,23.5,,GHO
BGD,BGD,2023,smoked,sex,SEX_MLE,1,33.8,,GHO
GAB,GAB,2023,smoked,sex,SEX_FMLE,1,2.5,,GHO
BIH,BIH,2020,smoked,sex,SEX_FMLE,1,31.5,,GHO
HND,HND,2022,smoked,sex,SEX_FMLE,1,1.7,,GHO
PHL,PHL,2024,smoked,sex,SEX_FMLE,1,4.4,,GHO
UKR,UKR,2020,smoked,sex,SEX_FMLE,1,10.6,,GHO
CHL,CHL,2020,smoked,sex,SEX_BTSX,1,29.3,,GHO
ISL,ISL,2020,smoked,sex,SEX_FMLE,1,11.0,,GHO
SAU,SAU,2025,smoked,sex,SEX_BTSX,1,13.4,,GHO
