country,iso3,year,indicator_abbr,dimension,subgroup,order,estimate,population,data_source
MHL,MHL,2022,smoked,sex,SEX_MLE,1,41.8,,GHO
OMN,OMN,2025,smoked,sex,SEX_MLE,1,15.4,,GHO
GUY,GUY,2020,smoked,sex,SEX_MLE,1,24.5,,GHO
OMN,OMN,2015,smoked,sex,SEX_MLE,1,14.0,,GHO
SEN,SEN,2015,smoked,sex,SEX_FMLE,1,0.8,,GHO
TZA,TZA,2022,smoked,sex,SEX_MLE,1,12.5,,GHO
BIH,BIH,2010,smoked,sex,SEX_FMLE,1,32.6,,GHO
BOL,BOL,2010,smoked,sex,SEX_FMLE,1,11.9,,GHO
PLW,PLW,2010,smoked,sex,SEX_BTSX,1,21.1,,GHO
MKD,MKD,2023,smoked,sex,SEX_BTSX,1,39.5,,GHO
SLV,SLV,2030,smoked,sex,SEX_BTSX,1,7.0,,GHO
GTM,GTM,2023,smoked,sex,SEX_BTSX,1,11.4,,GHO
MYS,MYS,2024,smoked,sex,SEX_MLE,1,33.1,,GHO
CUB,CUB,2022,smoked,sex,SEX_BTSX,1,17.3,,GHO
HUN,HUN,2015,smoked,sex,SEX_MLE,1,36.9,,GHO
VUT,VUT,2025,smoked,sex,SEX_MLE,1,40.5,,GHO
BDI,BDI,2015,smoked,sex,SEX_FMLE,1,2.2,,GHO
CHE,CHE,2022,smoked,sex,SEX_MLE,1,24.9,,GHO
BEL,BEL,2015,smoked,sex,SEX_BTSX,1,25.7,,GHO
CYP,CYP,2025,smoked,sex,SEX_BTSX,1,32.3,,GHO
LAO,LAO,2022,smoked,sex,SEX_MLE,1,44.4,,GHO
SVN,SVN,2030,smoked,sex,SEX_MLE,1,20.0,,GHO
LVA,LVA,2025,smoked,sex,SEX_MLE,1,41.3,,GHO
FJI,FJI,2023,smoked,sex,SEX_BTSX,1,26.0,,GHO
CAN,CAN,2022,smoked,sex,SEX_MLE,1,14.6,,GHO
MDA,MDA,2010,smoked,sex,SEX_FMLE,1,5.8,,GHO
LSO,LSO,2022,smoked,sex,SEX_MLE,1,43.9,,GHO
SRB,SRB,2022,smoked,sex,SEX_FMLE,1,39.6,,GHO
TZA,TZA,2015,smoked,sex,SEX_FMLE,1,1.6,,GHO
GHA,GHA,2015,smoked,sex,SEX_BTSX,1,3.4,,GHO
POL,POL,2030,smoked,sex,SEX_MLE,1,21.3,,GHO
MRT,MRT,2020,smoked,sex,SEX_FMLE,1,2.2,,GHO
RWA,RWA,2024,smoked,sex,SEX_BTSX,1,8.4,,GHO
BEL,BEL,2030,smoked,sex,SEX_BTSX,1,22.3,,GHO
BLZ,BLZ,2023,smoked,sex,SEX_FMLE,1,2.0,,GHO
TZA,TZA,2024,smoked,sex,SEX_FMLE,1,1.3,,GHO
PLW,PLW,2020,smoked,sex,SEX_FMLE,1,8.5,,GHO
SWZ,SWZ,2015,smoked,sex,SEX_FMLE,1,2.2,,GHO
KEN,KEN,2015,smoked,sex,SEX_FMLE,1,1.3,,GHO
MHL,MHL,2024,smoked,sex,SEX_BTSX,1,23.3,,GHO
TKM,TKM,2025,smoked,sex,SEX_MLE,1,9.2,,GHO
RWA,RWA,2023,smoked,sex,SEX_FMLE,1,4.2,,GHO
IRN,IRN,2010,smoked,sex,SEX_BTSX,1,12.3,,GHO
RWA,RWA,2030,smoked,sex,SEX_FMLE,1,2.7,,GHO
BHS,BHS,2030,smoked,sex,SEX_FMLE,1,2.0,,GHO
KAZ,KAZ,2022,smoked,sex,SEX_BTSX,1,21.2,,GHO
LBN,LBN,2023,smoked,sex,SEX_FMLE,1,39.3,,GHO
SLE,SLE,2015,smoked,sex,SEX_BTSX,1,17.7,,GHO
GMB,GMB,2015,smoked,sex,SEX_BTSX,1,12.9,,GHO
SLV,SLV,2015,smoked,sex,SEX_BTSX,1,10.3,,GHO
MYS,MYS,2015,smoked,sex,SEX_FMLE,1,0.9,,GHO
ZAF,ZAF,2022,smoked,sex,SEX_MLE,1,38.4,,GHO
CUB,CUB,2010,smoked,sex,SEX_FMLE,1,17.7,,GHO
AUT,AUT,2024,smoked,sex,SEX_MLE,1,24.0,,GHO
PER,PER,2023,smoked,sex,SEX_FMLE,1,3.0,,GHO
LCA,LCA,2023,smoked,sex,SEX_MLE,1,25.1,,GHO
COG,COG,2023,smoked,sex,SEX_FMLE,1,1.2,,GHO
MKD,MKD,2025,smoked,sex,SEX_FMLE,1,36.0,,GHO
SLV,SLV,2015,smoked,sex,SEX_MLE,1,18.0,,GHO
NPL,NPL,2023,smoked,sex,SEX_BTSX,1,17.1,,GHO
GNB,GNB,2023,smoked,sex,SEX_FMLE,1,0.4,,GHO
ESP,ESP,2023,smoked,sex,SEX_MLE,1,29.4,,GHO
SLB,SLB,2023,smoked,sex,SEX_MLE,1,56.1,,GHO
COD,COD,2010,smoked,sex,SEX_FMLE,1,2.6,,GHO
MWI,MWI,2020,smoked,sex,SEX_FMLE,1,2.1,,GHO
TCD,TCD,2020,smoked,sex,SEX_FMLE,1,1.9,,GHO
FIN,FIN,2025,smoked,sex,SEX_BTSX,1,16.2,,GHO
JPN,JPN,2015,smoked,sex,SEX_MLE,1,33.9,,GHO
COM,COM,2023,smoked,sex,SEX_FMLE,1,0.9,,GHO
COK,COK,2025,smoked,sex,SEX_MLE,1,31.8,,GHO
AUT,AUT,2015,smoked,sex,SEX_MLE,1,32.3,,GHO
ZAF,ZAF,2024,smoked,sex,SEX_MLE,1,39.0,,GHO
MAR,MAR,2023,smoked,sex,SEX_BTSX,1,12.8,,GHO
CUB,CUB,2023,smoked,sex,SEX_MLE,1,24.2,,GHO
CUB,CUB,2025,smoked,sex,SEX_FMLE,1,8.3,,GHO
ROU,ROU,2010,smoked,sex,SEX_MLE,1,43.8,,GHO
PLW,PLW,2022,smoked,sex,SEX_MLE,1,27.9,,GHO
MNE,MNE,2022,smoked,sex,SEX_BTSX,1,37.1,,GHO
IRN,IRN,2024,smoked,sex,SEX_FMLE,1,0.5,,GHO
MEX,MEX,2023,smoked,sex,SEX_MLE,1,24.2,,GHO
KWT,KWT,2024,smoked,sex,SEX_MLE,1,36.4,,GHO
BGD,BGD,2024,smoked,sex,SEX_FMLE,1,0.4,,GHO
CHN,CHN,2023,smoked,sex,SEX_BTSX,1,23.0,,GHO
PSE,PSE,2030,smoked,sex,SEX_FMLE,1,11.8,,GHO
BGD,BGD,2015,smoked,sex,SEX_MLE,1,40.9,,GHO
AZE,AZE,2020,smoked,sex,SEX_BTSX,1,20.2,,GHO
BGR,BGR,2030,smoked,sex,SEX_FMLE,1,38.5,,GHO
CZE,CZE,2010,smoked,sex,SEX_FMLE,1,26.8,,GHO
BHS,BHS,2015,smoked,sex,SEX_BTSX,1,12.3,,GHO
SWE,SWE,2030,smoked,sex,SEX_BTSX,1,7.8,,GHO
BRA,BRA,2015,smoked,sex,SEX_BTSX,1,15.2,,GHO
ARE,ARE,2010,smoked,sex,SEX_BTSX,1,12.7,,GHO
CAN,CAN,2020,smoked,sex,SEX_BTSX,1,13.0,,GHO
FRA,FRA,2030,smoked,sex,SEX_MLE,1,35.3,,GHO
KGZ,KGZ,2020,smoked,sex,SEX_BTSX,1,19.2,,GHO
GRC,GRC,2030,smoked,sex,SEX_FMLE,1,23.6,,GHO
SRB,SRB,2015,smoked,sex,SEX_FMLE,1,37.8,,GHO
PRK,PRK,2030,smoked,sex,SEX_MLE,1,26.6,,GHO
PAN,PAN,2020,smoked,sex,SEX_MLE,1,8.6,,GHO
PRK,PRK,2020,smoked,sex,SEX_BTSX,1,17.4,,GHO
ZAF,ZAF,2030,smoked,sex,SEX_FMLE,1,8.1,,GHO
AUS,AUS,2015,smoked,sex,SEX_MLE,1,17.3,,GHO
UZB,UZB,2025,smoked,sex,SEX_FMLE,1,0.9,,GHO
DZA,DZA,2020,smoked,sex,SEX_MLE,1,33.6,,GHO
CRI,CRI,2023,smoked,sex,SEX_MLE,1,12.1,,GHO
SLV,SLV,2022,smoked,sex,SEX_MLE,1,14.9,,GHO
NLD,NLD,2030,smoked,sex,SEX_FMLE,1,15.5,,GHO
LBY,LBY,2010,smoked,sex,SEX_BTSX,1,27.6,,GHO
KIR,KIR,2020,smoked,sex,SEX_FMLE,1,28.5,,GHO
JOR,JOR,2025,smoked,sex,SEX_MLE,1,54.8,,GHO
LAO,LAO,2024,smoked,sex,SEX_MLE,1,42.5,,GHO
ARM,ARM,2015,smoked,sex,SEX_MLE,1,55.7,,GHO
LKA,LKA,2024,smoked,sex,SEX_BTSX,1,13.3,,GHO
DNK,DNK,2022,smoked,sex,SEX_FMLE,1,16.2,,GHO
BHR,BHR,2022,smoked,sex,SEX_BTSX,1,15.7,,GHO
PRY,PRY,2020,smoked,sex,SEX_MLE,1,13.0,,GHO
NOR,NOR,2025,smoked,sex,SEX_MLE,1,13.6,,GHO
HTI,HTI,2024,smoked,sex,SEX_FMLE,1,2.4,,GHO
URY,URY,2024,smoked,sex,SEX_BTSX,1,19.3,,GHO
MWI,MWI,2020,smoked,sex,SEX_MLE,1,16.6,,GHO
LTU,LTU,2022,smoked,sex,SEX_FMLE,1,19.5,,GHO
HTI,HTI,2020,smoked,sex,SEX_MLE,1,14.0,,GHO
FJI,FJI,2025,smoked,sex,SEX_BTSX,1,25.4,,GHO
CYP,CYP,2024,smoked,sex,SEX_MLE,1,46.1,,GHO
ARE,ARE,2022,smoked,sex,SEX_MLE,1,16.2,,GHO
EGY,EGY,2024,smoked,sex,SEX_BTSX,1,25.0,,GHO
LAO,LAO,2023,smoked,sex,SEX_MLE,1,43.5,,GHO
CHN,CHN,2022,smoked,sex,SEX_FMLE,1,1.6,,GHO
IDN,IDN,2020,smoked,sex,SEX_BTSX,1,30.4,,GHO
MLI,MLI,2024,smoked,sex,SEX_MLE,1,11.7,,GHO
CZE,CZE,2015,smoked,sex,SEX_BTSX,1,30.6,,GHO
MAR,MAR,2030,smoked,sex,SEX_FMLE,1,1.0,,GHO
LBN,LBN,2030,smoked,sex,SEX_BTSX,1,50.9,,GHO
KGZ,KGZ,2024,smoked,sex,SEX_FMLE,1,2.9,,GHO
LBN,LBN,2010,smoked,sex,SEX_FMLE,1,33.0,,GHO
ECU,ECU,2030,smoked,sex,SEX_MLE,1,16.9,,GHO
LBR,LBR,2025,smoked,sex,SEX_BTSX,1,4.8,,GHO
PSE,PSE,2022,smoked,sex,SEX_MLE,1,54.9,,GHO
BOL,BOL,2022,smoked,sex,SEX_BTSX,1,13.0,,GHO
UKR,UKR,2024,smoked,sex,SEX_BTSX,1,23.0,,GHO
BEN,BEN,2010,smoked,sex,SEX_BTSX,1,6.9,,GHO
CYP,CYP,2023,smoked,sex,SEX_FMLE,1,18.9,,GHO
MLT,MLT,2010,smoked,sex,SEX_MLE,1,33.7,,GHO
LSO,LSO,2030,smoked,sex,SEX_FMLE,1,2.1,,GHO
VNM,VNM,2024,smoked,sex,SEX_FMLE,1,0.8,,GHO
BHR,BHR,2024,smoked,sex,SEX_FMLE,1,5.9,,GHO
UKR,UKR,2022,smoked,sex,SEX_BTSX,1,24.1,,GHO
LBR,LBR,2015,smoked,sex,SEX_BTSX,1,7.5,,GHO
TUV,TUV,2023,smoked,sex,SEX_MLE,1,48.1,,GHO
RUS,RUS,2030,smoked,sex,SEX_MLE,1,31.6,,GHO
MEX,MEX,2015,smoked,sex,SEX_MLE,1,26.4,,GHO
DEU,DEU,2025,smoked,sex,SEX_MLE,1,23.8,,GHO
AZE,AZE,2024,smoked,sex,SEX_BTSX,1,18.7,,GHO
ISR,ISR,2025,smoked,sex,SEX_FMLE,1,13.6,,GHO
LBY,LBY,2015,smoked,sex,SEX_MLE,1,51.2,,GHO
LBN,LBN,2020,smoked,sex,SEX_BTSX,1,44.5,,GHO
SLE,SLE,2025,smoked,sex,SEX_MLE,1,16.4,,GHO
COD,COD,2024,smoked,sex,SEX_MLE,1,17.6,,GHO
RUS,RUS,2025,smoked,sex,SEX_FMLE,1,14.3,,GHO
JPN,JPN,2023,smoked,sex,SEX_BTSX,1,18.0,,GHO
ESP,ESP,2030,smoked,sex,SEX_FMLE,1,26.0,,GHO
WSM,WSM,2010,smoked,sex,SEX_MLE,1,43.5,,GHO
MAR,MAR,2010,smoked,sex,SEX_MLE,1,31.0,,GHO
MRT,MRT,2025,smoked,sex,SEX_FMLE,1,1.9,,GHO
BHS,BHS,2020,smoked,sex,SEX_MLE,1,23.3,,GHO
GAB,GAB,2024,smoked,sex,SEX_FMLE,1,2.5,,GHO
SLV,SLV,2020,smoked,sex,SEX_FMLE,1,2.4,,GHO
ECU,ECU,2010,smoked,sex,SEX_MLE,1,20.1,,GHO
BIH,BIH,2025,smoked,sex,SEX_BTSX,1,36.8,,GHO
PRK,PRK,2023,smoked,sex,SEX_MLE,1,32.0,,GHO
SWZ,SWZ,2025,smoked,sex,SEX_MLE,1,17.0,,GHO
TZA,TZA,2024,smoked,sex,SEX_MLE,1,11.1,,GHO
ECU,ECU,2015,smoked,sex,SEX_FMLE,1,3.5,,GHO
RWA,RWA,2020,smoked,sex,SEX_BTSX,1,11.2,,GHO
QAT,QAT,2030,smoked,sex,SEX_FMLE,1,4.2,,GHO
TUV,TUV,2022,smoked,sex,SEX_BTSX,1,34.3,,GHO
NER,NER,2015,smoked,sex,SEX_MLE,1,12.0,,GHO
MKD,MKD,2022,smoked,sex,SEX_FMLE,1,35.2,,GHO
SRB,SRB,2023,smoked,sex,SEX_FMLE,1,39.9,,GHO
GMB,GMB,2024,smoked,sex,SEX_MLE,1,20.8,,GHO
AZE,AZE,2030,smoked,sex,SEX_MLE,1,32.8,,GHO
SEN,SEN,2025,smoked,sex,SEX_BTSX,1,5.2,,GHO
SGP,SGP,2015,smoked,sex,SEX_MLE,1,24.3,,GHO
CPV,CPV,2023,smoked,sex,SEX_BTSX,1,7.5,,GHO
ECU,ECU,2022,smoked,sex,SEX_BTSX,1,10.4,,GHO
SVN,SVN,2023,smoked,sex,SEX_BTSX,1,21.0,,GHO
SAU,SAU,2022,smoked,sex,SEX_FMLE,1,3.3,,GHO
JOR,JOR,2024,smoked,sex,SEX_BTSX,1,34.1,,GHO
CRI,CRI,2030,smoked,sex,SEX_BTSX,1,6.5,,GHO
ETH,ETH,2010,smoked,sex,SEX_BTSX,1,4.1,,GHO
COG,COG,2030,smoked,sex,SEX_FMLE,1,1.1,,GHO
STP,STP,2023,smoked,sex,SEX_MLE,1,10.1,,GHO
MDV,MDV,2024,smoked,sex,SEX_BTSX,1,22.4,,GHO
ISL,ISL,2025,smoked,sex,SEX_MLE,1,8.9,,GHO
LUX,LUX,2030,smoked,sex,SEX_BTSX,1,23.8,,GHO
BDI,BDI,2025,smoked,sex,SEX_MLE,1,14.1,,GHO
GNB,GNB,2023,smoked,sex,SEX_BTSX,1,8.2,,GHO
COK,COK,2030,smoked,sex,SEX_BTSX,1,26.7,,GHO
FIN,FIN,2022,smoked,sex,SEX_MLE,1,19.3,,GHO
WSM,WSM,2025,smoked,sex,SEX_BTSX,1,22.6,,GHO
GTM,GTM,2020,smoked,sex,SEX_MLE,1,21.5,,GHO
BFA,BFA,2020,smoked,sex,SEX_MLE,1,15.2,,GHO
TUR,TUR,2025,smoked,sex,SEX_MLE,1,41.6,,GHO
BGR,BGR,2023,smoked,sex,SEX_BTSX,1,38.8,,GHO
BTN,BTN,2030,smoked,sex,SEX_FMLE,1,2.1,,GHO
STP,STP,2015,smoked,sex,SEX_BTSX,1,5.6,,GHO
JOR,JOR,2025,smoked,sex,SEX_BTSX,1,34.0,,GHO
ZMB,ZMB,2030,smoked,sex,SEX_BTSX,1,11.7,,GHO
AUT,AUT,2010,smoked,sex,SEX_BTSX,1,36.5,,GHO
KGZ,KGZ,2015,smoked,sex,SEX_BTSX,1,20.8,,GHO
KOR,KOR,2023,smoked,sex,SEX_MLE,1,32.4,,GHO
AND,AND,2015,smoked,sex,SEX_FMLE,1,33.2,,GHO
EGY,EGY,2015,smoked,sex,SEX_BTSX,1,22.6,,GHO
HTI,HTI,2024,smoked,sex,SEX_MLE,1,13.6,,GHO
GNB,GNB,2022,smoked,sex,SEX_BTSX,1,8.5,,GHO
PER,PER,2020,smoked,sex,SEX_FMLE,1,3.6,,GHO
BHS,BHS,2024,smoked,sex,SEX_FMLE,1,2.3,,GHO
CZE,CZE,2020,smoked,sex,SEX_FMLE,1,25.0,,GHO
BLR,BLR,2025,smoked,sex,SEX_FMLE,1,11.4,,GHO
BTN,BTN,2030,smoked,sex,SEX_BTSX,1,6.5,,GHO
AUT,AUT,2022,smoked,sex,SEX_BTSX,1,25.3,,GHO
FRA,FRA,2030,smoked,sex,SEX_BTSX,1,33.4,,GHO
ZMB,ZMB,2015,smoked,sex,SEX_BTSX,1,14.1,,GHO
MYS,MYS,2030,smoked,sex,SEX_BTSX,1,15.2,,GHO
MEX,MEX,2010,smoked,sex,SEX_BTSX,1,18.7,,GHO
BGD,BGD,2010,smoked,sex,SEX_BTSX,1,24.0,,GHO
ZMB,ZMB,2022,smoked,sex,SEX_MLE,1,23.1,,GHO
CYP,CYP,2024,smoked,sex,SEX_FMLE,1,18.9,,GHO
FRA,FRA,2025,smoked,sex,SEX_FMLE,1,31.3,,GHO
MKD,MKD,2020,smoked,sex,SEX_FMLE,1,34.5,,GHO
LVA,LVA,2010,smoked,sex,SEX_FMLE,1,22.7,,GHO
HUN,HUN,2010,smoked,sex,SEX_MLE,1,39.6,,GHO
TLS,TLS,2023,smoked,sex,SEX_MLE,1,76.4,,GHO
NRU,NRU,2024,smoked,sex,SEX_BTSX,1,33.7,,GHO
TUN,TUN,2020,smoked,sex,SEX_MLE,1,47.0,,GHO
BEN,BEN,2025,smoked,sex,SEX_BTSX,1,4.9,,GHO
SRB,SRB,2020,smoked,sex,SEX_FMLE,1,39.2,,GHO
UKR,UKR,2020,smoked,sex,SEX_BTSX,1,25.0,,GHO
BEL,BEL,2023,smoked,sex,SEX_FMLE,1,20.8,,GHO
PRT,PRT,2022,smoked,sex,SEX_BTSX,1,28.0,,GHO
TGO,TGO,2022,smoked,sex,SEX_BTSX,1,5.3,,GHO
MDA,MDA,2025,smoked,sex,SEX_FMLE,1,7.0,,GHO
SLB,SLB,2024,smoked,sex,SEX_BTSX,1,38.4,,GHO
BRA,BRA,2020,smoked,sex,SEX_MLE,1,17.0,,GHO
SRB,SRB,2025,smoked,sex,SEX_FMLE,1,40.4,,GHO
TKM,TKM,2015,smoked,sex,SEX_MLE,1,13.5,,GHO
LUX,LUX,2023,smoked,sex,SEX_BTSX,1,24.6,,GHO
EGY,EGY,2020,smoked,sex,SEX_MLE,1,47.4,,GHO
KGZ,KGZ,2020,smoked,sex,SEX_MLE,1,35.5,,GHO
MLI,MLI,2023,smoked,sex,SEX_BTSX,1,6.3,,GHO
IRL,IRL,2020,smoked,sex,SEX_MLE,1,23.0,,GHO
AND,AND,2023,smoked,sex,SEX_FMLE,1,36.0,,GHO
AFG,AFG,2022,smoked,sex,SEX_MLE,1,16.2,,GHO
VUT,VUT,2015,smoked,sex,SEX_FMLE,1,7.1,,GHO
PLW,PLW,2024,smoked,sex,SEX_FMLE,1,8.0,,GHO
MHL,MHL,2022,smoked,sex,SEX_BTSX,1,23.0,,GHO
LUX,LUX,2020,smoked,sex,SEX_MLE,1,26.6,,GHO
JOR,JOR,2010,smoked,sex,SEX_MLE,1,54.0,,GHO
ROU,ROU,2022,smoked,sex,SEX_MLE,1,38.7,,GHO
RWA,RWA,2030,smoked,sex,SEX_MLE,1,8.2,,GHO
SVK,SVK,2022,smoked,sex,SEX_MLE,1,33.8,,GHO
JOR,JOR,2022,smoked,sex,SEX_BTSX,1,33.8,,GHO
CZE,CZE,2010,smoked,sex,SEX_MLE,1,37.0,,GHO
CUB,CUB,2030,smoked,sex,SEX_BTSX,1,12.9,,GHO
CUB,CUB,2023,smoked,sex,SEX_BTSX,1,16.7,,GHO
TCD,TCD,2023,smoked,sex,SEX_BTSX,1,7.5,,GHO
IRQ,IRQ,2025,smoked,sex,SEX_BTSX,1,19.9,,GHO
URY,URY,2020,smoked,sex,SEX_MLE,1,24.4,,GHO
MDA,MDA,2023,smoked,sex,SEX_FMLE,1,6.9,,GHO
IRL,IRL,2020,smoked,sex,SEX_FMLE,1,17.7,,GHO
AND,AND,2023,smoked,sex,SEX_MLE,1,34.9,,GHO
LSO,LSO,2024,smoked,sex,SEX_BTSX,1,23.0,,GHO
BDI,BDI,2023,smoked,sex,SEX_MLE,1,14.7,,GHO
AFG,AFG,2015,smoked,sex,SEX_FMLE,1,3.4,,GHO
PRK,PRK,2015,smoked,sex,SEX_BTSX,1,19.9,,GHO
ARG,ARG,2015,smoked,sex,SEX_FMLE,1,22.3,,GHO
VUT,VUT,2022,smoked,sex,SEX_FMLE,1,8.5,,GHO
THA,THA,2015,smoked,sex,SEX_FMLE,1,1.8,,GHO
COD,COD,2020,smoked,sex,SEX_BTSX,1,10.3,,GHO
BTN,BTN,2010,smoked,sex,SEX_FMLE,1,6.8,,GHO
JPN,JPN,2022,smoked,sex,SEX_FMLE,1,9.2,,GHO
LBY,LBY,2023,smoked,sex,SEX_MLE,1,45.9,,GHO
NLD,NLD,2024,smoked,sex,SEX_MLE,1,23.0,,GHO
NZL,NZL,2030,smoked,sex,SEX_BTSX,1,7.0,,GHO
GRC,GRC,2025,smoked,sex,SEX_FMLE,1,25.9,,GHO
VNM,VNM,2030,smoked,sex,SEX_BTSX,1,19.2,,GHO
SEN,SEN,2025,smoked,sex,SEX_MLE,1,9.8,,GHO
BGD,BGD,2015,smoked,sex,SEX_BTSX,1,21.0,,GHO
NPL,NPL,2024,smoked,sex,SEX_FMLE,1,5.8,,GHO
USA,USA,2030,smoked,sex,SEX_BTSX,1,11.9,,GHO
BGR,BGR,2020,smoked,sex,SEX_FMLE,1,36.0,,GHO
ESP,ESP,2010,smoked,sex,SEX_BTSX,1,31.5,,GHO
VNM,VNM,2030,smoked,sex,SEX_FMLE,1,0.6,,GHO
MNG,MNG,2022,smoked,sex,SEX_BTSX,1,28.1,,GHO
DZA,DZA,2022,smoked,sex,SEX_MLE,1,33.7,,GHO
MWI,MWI,2024,smoked,sex,SEX_BTSX,1,7.9,,GHO
LBR,LBR,2023,smoked,sex,SEX_BTSX,1,5.3,,GHO
SYC,SYC,2022,smoked,sex,SEX_BTSX,1,17.8,,GHO
BHS,BHS,2023,smoked,sex,SEX_MLE,1,24.5,,GHO
BRN,BRN,2024,smoked,sex,SEX_MLE,1,26.9,,GHO
JAM,JAM,2023,smoked,sex,SEX_FMLE,1,4.6,,GHO
PLW,PLW,2020,smoked,sex,SEX_MLE,1,28.5,,GHO
BHR,BHR,2025,smoked,sex,SEX_FMLE,1,5.9,,GHO
MWI,MWI,2023,smoked,sex,SEX_MLE,1,14.8,,GHO
BFA,BFA,2023,smoked,sex,SEX_BTSX,1,8.2,,GHO
BFA,BFA,2025,smoked,sex,SEX_FMLE,1,2.4,,GHO
BDI,BDI,2025,smoked,sex,SEX_FMLE,1,1.9,,GHO
COM,COM,2020,smoked,sex,SEX_MLE,1,14.8,,GHO
HUN,HUN,2020,smoked,sex,SEX_FMLE,1,29.1,,GHO
UGA,UGA,2030,smoked,sex,SEX_FMLE,1,1.4,,GHO
SVK,SVK,2010,smoked,sex,SEX_BTSX,1,31.0,,GHO
CUB,CUB,2030,smoked,sex,SEX_MLE,1,19.4,,GHO
ROU,ROU,2024,smoked,sex,SEX_MLE,1,37.7,,GHO
SLV,SLV,2030,smoked,sex,SEX_FMLE,1,2.0,,GHO
CIV,CIV,2010,smoked,sex,SEX_BTSX,1,12.6,,GHO
BEL,BEL,2025,smoked,sex,SEX_MLE,1,26.2,,GHO
ARE,ARE,2015,smoked,sex,SEX_FMLE,1,2.9,,GHO
NER,NER,2023,smoked,sex,SEX_FMLE,1,0.6,,GHO
NER,NER,2022,smoked,sex,SEX_BTSX,1,6.1,,GHO
KIR,KIR,2020,smoked,sex,SEX_BTSX,1,41.6,,GHO
ISR,ISR,2025,smoked,sex,SEX_BTSX,1,20.9,,GHO
LVA,LVA,2015,smoked,sex,SEX_BTSX,1,34.5,,GHO
BWA,BWA,2024,smoked,sex,SEX_FMLE,1,3.4,,GHO
GAB,GAB,2010,smoked,sex,SEX_MLE,1,19.5,,GHO
KWT,KWT,2022,smoked,sex,SEX_FMLE,1,2.5,,GHO
KGZ,KGZ,2010,smoked,sex,SEX_MLE,1,42.4,,GHO
IRL,IRL,2023,smoked,sex,SEX_MLE,1,21.7,,GHO
MUS,MUS,2020,smoked,sex,SEX_BTSX,1,18.9,,GHO
TCD,TCD,2015,smoked,sex,SEX_BTSX,1,8.4,,GHO
CHL,CHL,2022,smoked,sex,SEX_MLE,1,30.4,,GHO
CUB,CUB,2015,smoked,sex,SEX_BTSX,1,22.5,,GHO
EGY,EGY,2020,smoked,sex,SEX_BTSX,1,23.9,,GHO
RUS,RUS,2023,smoked,sex,SEX_FMLE,1,14.3,,GHO
LTU,LTU,2015,smoked,sex,SEX_FMLE,1,19.7,,GHO
BGR,BGR,2030,smoked,sex,SEX_BTSX,1,38.1,,GHO
GHA,GHA,2023,smoked,sex,SEX_FMLE,1,0.5,,GHO
EST,EST,2023,smoked,sex,SEX_BTSX,1,24.6,,GHO
BTN,BTN,2015,smoked,sex,SEX_MLE,1,13.1,,GHO
TCD,TCD,2024,smoked,sex,SEX_MLE,1,13.0,,GHO
CMR,CMR,2023,smoked,sex,SEX_BTSX,1,5.4,,GHO
SGP,SGP,2030,smoked,sex,SEX_BTSX,1,13.1,,GHO
SYC,SYC,2015,smoked,sex,SEX_BTSX,1,20.3,,GHO
RUS,RUS,2023,smoked,sex,SEX_MLE,1,36.3,,GHO
VNM,VNM,2020,smoked,sex,SEX_BTSX,1,21.7,,GHO
MLI,MLI,2020,smoked,sex,SEX_FMLE,1,0.7,,GHO
ISR,ISR,2023,smoked,sex,SEX_MLE,1,28.9,,GHO
ROU,ROU,2024,smoked,sex,SEX_FMLE,1,19.6,,GHO
TUR,TUR,2022,smoked,sex,SEX_MLE,1,42.7,,GHO
BEL,BEL,2020,smoked,sex,SEX_MLE,1,27.9,,GHO
JAM,JAM,2025,smoked,sex,SEX_MLE,1,18.2,,GHO
HND,HND,2024,smoked,sex,SEX_BTSX,1,12.1,,GHO
HRV,HRV,2023,smoked,sex,SEX_MLE,1,35.5,,GHO
SEN,SEN,2023,smoked,sex,SEX_BTSX,1,5.6,,GHO
GHA,GHA,2020,smoked,sex,SEX_FMLE,1,0.5,,GHO
BRA,BRA,2010,smoked,sex,SEX_MLE,1,22.0,,GHO
LTU,LTU,2024,smoked,sex,SEX_BTSX,1,28.4,,GHO
CPV,CPV,2024,smoked,sex,SEX_FMLE,1,2.6,,GHO
PER,PER,2030,smoked,sex,SEX_FMLE,1,2.0,,GHO
PRY,PRY,2030,smoked,sex,SEX_MLE,1,6.9,,GHO
NRU,NRU,2024,smoked,sex,SEX_MLE,1,27.2,,GHO
LCA,LCA,2030,smoked,sex,SEX_MLE,1,23.5,,GHO
IRN,IRN,2020,smoked,sex,SEX_BTSX,1,9.0,,GHO
MNG,MNG,2030,smoked,sex,SEX_MLE,1,48.8,,GHO
RUS,RUS,2022,smoked,sex,SEX_MLE,1,36.8,,GHO
BLR,BLR,2020,smoked,sex,SEX_MLE,1,41.4,,GHO
ZWE,ZWE,2022,smoked,sex,SEX_BTSX,1,10.4,,GHO
LUX,LUX,2024,smoked,sex,SEX_BTSX,1,24.5,,GHO
BTN,BTN,2023,smoked,sex,SEX_FMLE,1,3.2,,GHO
CHN,CHN,2030,smoked,sex,SEX_BTSX,1,21.9,,GHO
HND,HND,2025,smoked,sex,SEX_MLE,1,22.5,,GHO
URY,URY,2030,smoked,sex,SEX_BTSX,1,16.7,,GHO
